shipping_id,order_id,shipping_provider,shipping_status,delivery_days,delivery_priority
1426,1426,DHL,Delayed,11,Express
1427,1427,USPS,Delayed,5,Overnight
1428,1428,FedEx,Delivered,12,Express
1429,1429,UPS,Returned,13,Standard
1430,1430,DHL,Returned,2,Express
1431,1431,UPS,Delivered,3,Standard
1432,1432,FedEx,In Transit,6,Standard
1433,1433,DHL,Delivered,6,Overnight
1434,1434,USPS,Delivered,7,Overnight
1435,1435,USPS,In Transit,12,Standard
1436,1436,FedEx,Returned,7,Overnight
1437,1437,DHL,Delivered,13,Express
1438,1438,FedEx,In Transit,4,Standard
1439,1439,USPS,Delayed,1,Overnight
1440,1440,FedEx,In Transit,6,Overnight
1441,1441,FedEx,Delayed,2,Express
1442,1442,DHL,Returned,11,Express
1443,1443,FedEx,In Transit,7,Standard
1444,1444,USPS,Delivered,13,Express
1445,1445,UPS,Delayed,9,Standard
1446,1446,DHL,Returned,5,Express
1447,1447,UPS,Delivered,11,Standard
1448,1448,USPS,Delayed,4,Express
1449,1449,DHL,Delayed,11,Overnight
1450,1450,DHL,Delayed,1,Overnight
1451,1451,DHL,Delayed,10,Standard
1452,1452,UPS,Delayed,2,Standard
1453,1453,UPS,Delayed,13,Standard
1454,1454,DHL,Returned,9,Standard
1455,1455,UPS,Delayed,5,Standard
1456,1456,FedEx,Returned,11,Express
1457,1457,FedEx,Delayed,7,Overnight
1458,1458,USPS,Delayed,1,Overnight
1459,1459,DHL,In Transit,5,Express
1460,1460,UPS,Delayed,7,Overnight
1461,1461,DHL,In Transit,10,Standard
1462,1462,DHL,In Transit,10,Overnight
1463,1463,DHL,Delayed,6,Overnight
1464,1464,UPS,Delayed,5,Standard
1465,1465,DHL,Delivered,1,Standard
1466,1466,DHL,In Transit,6,Standard
1467,1467,FedEx,Returned,5,Standard
1468,1468,USPS,In Transit,6,Express
1469,1469,DHL,Delivered,6,Overnight
1470,1470,UPS,In Transit,2,Express
1471,1471,DHL,Returned,14,Overnight
1472,1472,DHL,Delayed,5,Express
1473,1473,USPS,In Transit,12,Express
1474,1474,USPS,Returned,10,Standard
1475,1475,UPS,Delivered,5,Standard
1476,1476,FedEx,Delayed,14,Standard
1477,1477,FedEx,Returned,7,Overnight
1478,1478,USPS,Delivered,2,Standard
1479,1479,DHL,Delayed,14,Standard
1480,1480,DHL,In Transit,8,Express
1481,1481,USPS,Returned,5,Overnight
1482,1482,DHL,Delivered,7,Express
1483,1483,DHL,Delayed,5,Express
1484,1484,UPS,In Transit,6,Overnight
1485,1485,FedEx,Returned,1,Express
1486,1486,USPS,Delivered,13,Express
1487,1487,USPS,Returned,1,Standard
1488,1488,USPS,Delivered,4,Express
1489,1489,UPS,Delayed,7,Overnight
1490,1490,DHL,In Transit,6,Standard
1491,1491,UPS,Delivered,5,Overnight
1492,1492,UPS,In Transit,3,Overnight
1493,1493,FedEx,Delayed,8,Standard
1494,1494,FedEx,Delayed,10,Overnight
1495,1495,FedEx,In Transit,8,Standard
1496,1496,USPS,Delivered,13,Standard
1497,1497,FedEx,Delivered,4,Overnight
1498,1498,DHL,In Transit,3,Standard
1499,1499,USPS,In Transit,2,Overnight
1500,1500,DHL,Delivered,5,Standard
1501,1501,FedEx,Delayed,12,Express
1502,1502,FedEx,Delivered,9,Express
1503,1503,USPS,Returned,12,Standard
1504,1504,FedEx,In Transit,6,Overnight
1505,1505,DHL,Delivered,14,Express
1506,1506,DHL,In Transit,6,Standard
1507,1507,USPS,In Transit,7,Standard
1508,1508,UPS,Delayed,14,Express
1509,1509,FedEx,Delayed,10,Standard
1510,1510,UPS,Returned,2,Standard
1511,1511,DHL,In Transit,5,Overnight
1512,1512,DHL,Delivered,1,Express
1513,1513,FedEx,Delayed,2,Overnight
1514,1514,DHL,In Transit,7,Overnight
1515,1515,UPS,Returned,9,Overnight
1516,1516,UPS,Delivered,3,Overnight
1517,1517,DHL,In Transit,2,Standard
1518,1518,DHL,In Transit,13,Express
1519,1519,USPS,Returned,6,Overnight
1520,1520,UPS,Delayed,12,Express
1521,1521,DHL,In Transit,3,Standard
1522,1522,USPS,Delivered,9,Express
1523,1523,USPS,Delivered,6,Standard
1524,1524,FedEx,Returned,12,Standard
1525,1525,USPS,Delivered,6,Overnight
1526,1526,UPS,In Transit,8,Standard
1527,1527,DHL,Returned,13,Standard
1528,1528,DHL,Delayed,10,Overnight
1529,1529,FedEx,Delayed,9,Overnight
1530,1530,UPS,In Transit,13,Express
1531,1531,FedEx,In Transit,14,Express
1532,1532,UPS,Returned,3,Standard
1533,1533,FedEx,Delivered,10,Standard
1534,1534,FedEx,In Transit,4,Express
1535,1535,DHL,Delivered,14,Express
1536,1536,FedEx,Delayed,12,Overnight
1537,1537,DHL,In Transit,7,Overnight
1538,1538,FedEx,In Transit,11,Express
1539,1539,DHL,Returned,8,Express
1540,1540,UPS,Delayed,4,Express
1541,1541,DHL,Returned,14,Express
1542,1542,USPS,Delivered,7,Standard
1543,1543,USPS,Delivered,14,Standard
1544,1544,UPS,Delivered,1,Overnight
1545,1545,FedEx,In Transit,12,Overnight
1546,1546,USPS,Delayed,6,Express
1547,1547,UPS,Returned,4,Express
1548,1548,DHL,Delayed,5,Standard
1549,1549,FedEx,Delivered,9,Standard
1550,1550,FedEx,Delivered,8,Overnight
1551,1551,UPS,Delivered,11,Standard
1552,1552,USPS,Delivered,3,Express
1553,1553,USPS,Delayed,10,Standard
1554,1554,USPS,In Transit,1,Overnight
1555,1555,FedEx,In Transit,7,Overnight
1556,1556,DHL,Delivered,2,Overnight
1557,1557,FedEx,In Transit,11,Standard
1558,1558,FedEx,Delivered,13,Overnight
1559,1559,UPS,Delivered,12,Express
1560,1560,USPS,Delayed,12,Express
1561,1561,DHL,Returned,13,Overnight
1562,1562,UPS,Returned,2,Express
1563,1563,FedEx,Returned,14,Express
1564,1564,USPS,Returned,12,Express
1565,1565,FedEx,In Transit,10,Express
1566,1566,FedEx,Delivered,6,Overnight
1567,1567,FedEx,Returned,7,Express
1568,1568,DHL,Returned,11,Overnight
1569,1569,USPS,Returned,7,Standard
1570,1570,FedEx,In Transit,4,Express
1571,1571,DHL,Delivered,14,Standard
1572,1572,UPS,In Transit,8,Express
1573,1573,FedEx,Returned,4,Standard
1574,1574,DHL,In Transit,12,Overnight
1575,1575,USPS,Delivered,3,Standard
1576,1576,DHL,In Transit,1,Express
1577,1577,USPS,Delivered,11,Express
1578,1578,FedEx,Delayed,2,Standard
1579,1579,FedEx,In Transit,1,Standard
1580,1580,USPS,Delayed,6,Standard
1581,1581,USPS,Delivered,11,Standard
1582,1582,USPS,Delivered,3,Express
1583,1583,USPS,Delayed,7,Standard
1584,1584,FedEx,Delivered,13,Standard
1585,1585,DHL,Delayed,4,Overnight
1586,1586,USPS,In Transit,8,Overnight
1587,1587,FedEx,Returned,8,Overnight
1588,1588,DHL,In Transit,13,Overnight
1589,1589,USPS,Delivered,13,Overnight
1590,1590,DHL,Returned,13,Standard
1591,1591,UPS,Delivered,14,Standard
1592,1592,FedEx,Delayed,13,Standard
1593,1593,UPS,Returned,6,Overnight
1594,1594,UPS,Delayed,12,Express
1595,1595,FedEx,In Transit,6,Standard
1596,1596,USPS,Returned,3,Express
1597,1597,USPS,Delayed,2,Overnight
1598,1598,UPS,Delivered,10,Overnight
1599,1599,UPS,Delivered,13,Overnight
1600,1600,DHL,Returned,9,Standard
1601,1601,DHL,Delivered,6,Standard
1602,1602,UPS,Delayed,9,Standard
1603,1603,USPS,In Transit,13,Express
1604,1604,DHL,Returned,8,Standard
1605,1605,UPS,Delayed,7,Overnight
1606,1606,DHL,In Transit,4,Standard
1607,1607,FedEx,Delivered,14,Overnight
1608,1608,DHL,Delivered,6,Overnight
1609,1609,UPS,Returned,10,Overnight
1610,1610,USPS,Returned,7,Overnight
1611,1611,FedEx,Delayed,13,Overnight
1612,1612,USPS,In Transit,11,Express
1613,1613,DHL,Delayed,8,Express
1614,1614,DHL,Delayed,12,Standard
1615,1615,UPS,Delivered,7,Overnight
1616,1616,DHL,Delayed,4,Standard
1617,1617,FedEx,Delivered,8,Overnight
1618,1618,USPS,Delivered,13,Overnight
1619,1619,USPS,Delivered,4,Express
1620,1620,USPS,Delayed,8,Express
1621,1621,DHL,Delivered,6,Overnight
1622,1622,USPS,Returned,10,Express
1623,1623,DHL,Returned,3,Express
1624,1624,USPS,Delivered,7,Express
1625,1625,FedEx,Returned,2,Overnight
1626,1626,UPS,Delivered,13,Express
1627,1627,DHL,In Transit,13,Overnight
1628,1628,DHL,Returned,14,Standard
1629,1629,UPS,In Transit,4,Standard
1630,1630,DHL,Delayed,14,Standard
1631,1631,DHL,Delayed,11,Standard
1632,1632,USPS,Delivered,10,Overnight
1633,1633,DHL,Returned,8,Overnight
1634,1634,USPS,Returned,1,Express
1635,1635,UPS,Delivered,4,Overnight
1636,1636,DHL,Delivered,12,Express
1637,1637,USPS,Returned,9,Overnight
1638,1638,FedEx,Delivered,14,Overnight
1639,1639,FedEx,Delayed,8,Overnight
1640,1640,DHL,In Transit,6,Overnight
1641,1641,USPS,Delayed,3,Overnight
1642,1642,FedEx,Delayed,5,Overnight
1643,1643,FedEx,Delivered,11,Express
1644,1644,DHL,Returned,1,Overnight
1645,1645,FedEx,In Transit,7,Express
1646,1646,FedEx,Returned,12,Express
1647,1647,USPS,Returned,14,Standard
1648,1648,USPS,Delivered,9,Overnight
1649,1649,FedEx,Returned,6,Express
1650,1650,UPS,In Transit,9,Standard
1651,1651,USPS,Returned,9,Standard
1652,1652,UPS,In Transit,14,Express
1653,1653,UPS,Delayed,9,Standard
1654,1654,UPS,Delivered,10,Standard
1655,1655,USPS,Delayed,5,Express
1656,1656,FedEx,In Transit,6,Standard
1657,1657,UPS,Delivered,10,Express
1658,1658,USPS,Delivered,6,Express
1659,1659,UPS,Delivered,10,Standard
1660,1660,USPS,Returned,10,Overnight
1661,1661,UPS,Returned,4,Overnight
1662,1662,UPS,Delayed,10,Express
1663,1663,USPS,Returned,8,Standard
1664,1664,FedEx,Returned,1,Express
1665,1665,DHL,Delayed,10,Standard
1666,1666,USPS,Delivered,10,Standard
1667,1667,DHL,In Transit,8,Standard
1668,1668,UPS,Returned,6,Overnight
1669,1669,DHL,In Transit,11,Express
1670,1670,USPS,In Transit,7,Standard
1671,1671,FedEx,In Transit,10,Express
1672,1672,UPS,Delayed,10,Standard
1673,1673,FedEx,Delayed,4,Standard
1674,1674,FedEx,Delayed,6,Overnight
1675,1675,UPS,Delivered,11,Standard
1676,1676,USPS,In Transit,14,Overnight
1677,1677,DHL,In Transit,12,Standard
1678,1678,USPS,Delayed,1,Standard
1679,1679,UPS,Returned,1,Standard
1680,1680,UPS,In Transit,5,Standard
1681,1681,UPS,Returned,12,Express
1682,1682,DHL,Delivered,3,Overnight
1683,1683,USPS,In Transit,8,Express
1684,1684,USPS,In Transit,10,Overnight
1685,1685,DHL,Delayed,11,Standard
1686,1686,FedEx,In Transit,14,Standard
1687,1687,UPS,Delayed,14,Standard
1688,1688,UPS,Delayed,4,Overnight
1689,1689,FedEx,Delivered,3,Express
1690,1690,UPS,In Transit,14,Standard
1691,1691,DHL,Delayed,5,Overnight
1692,1692,UPS,Returned,5,Overnight
1693,1693,UPS,Delivered,9,Standard
1694,1694,DHL,In Transit,11,Standard
1695,1695,USPS,In Transit,5,Express
1696,1696,FedEx,Returned,11,Standard
1697,1697,DHL,Returned,9,Overnight
1698,1698,UPS,Returned,1,Express
1699,1699,USPS,Delayed,11,Overnight
1700,1700,UPS,Delayed,13,Standard
1701,1701,USPS,Delayed,6,Standard
1702,1702,USPS,Returned,13,Standard
1703,1703,UPS,Returned,1,Overnight
1704,1704,FedEx,Returned,13,Standard
1705,1705,DHL,In Transit,12,Express
1706,1706,USPS,In Transit,12,Overnight
1707,1707,UPS,Returned,5,Standard
1708,1708,UPS,Delayed,4,Standard
1709,1709,DHL,Returned,1,Standard
1710,1710,UPS,Delivered,5,Express
1711,1711,USPS,Delayed,5,Express
1712,1712,USPS,Delivered,2,Express
1713,1713,DHL,Returned,1,Overnight
1714,1714,FedEx,Delivered,2,Overnight
1715,1715,FedEx,Delivered,14,Express
1716,1716,USPS,In Transit,9,Standard
1717,1717,USPS,Returned,9,Express
1718,1718,USPS,Returned,13,Express
1719,1719,DHL,Delivered,1,Express
1720,1720,DHL,Returned,11,Standard
1721,1721,FedEx,Returned,2,Overnight
1722,1722,DHL,Returned,9,Overnight
1723,1723,DHL,In Transit,3,Standard
1724,1724,FedEx,In Transit,6,Overnight
1725,1725,USPS,Delayed,1,Standard
1726,1726,DHL,Delayed,4,Overnight
1727,1727,DHL,Returned,5,Standard
1728,1728,USPS,Delivered,8,Overnight
1729,1729,UPS,Delayed,7,Standard
1730,1730,UPS,Returned,5,Express
1731,1731,FedEx,In Transit,5,Express
1732,1732,DHL,Delayed,5,Express
1733,1733,UPS,Delayed,3,Overnight
1734,1734,UPS,In Transit,2,Express
1735,1735,FedEx,In Transit,4,Overnight
1736,1736,DHL,Delivered,7,Standard
1737,1737,USPS,Delivered,2,Express
1738,1738,DHL,In Transit,11,Overnight
1739,1739,UPS,Delivered,14,Standard
1740,1740,USPS,Delayed,4,Standard
1741,1741,FedEx,Returned,7,Standard
1742,1742,USPS,In Transit,2,Express
1743,1743,DHL,In Transit,8,Express
1744,1744,FedEx,Returned,8,Express
1745,1745,DHL,In Transit,4,Standard
1746,1746,DHL,In Transit,6,Overnight
1747,1747,UPS,In Transit,6,Overnight
1748,1748,DHL,Returned,1,Standard
1749,1749,USPS,Returned,11,Overnight
1750,1750,USPS,In Transit,1,Express
1751,1751,UPS,Delivered,5,Standard
1752,1752,FedEx,Delivered,1,Standard
1753,1753,DHL,Returned,3,Standard
1754,1754,FedEx,Delivered,8,Express
1755,1755,DHL,Returned,4,Express
1756,1756,USPS,Delivered,8,Standard
1757,1757,USPS,In Transit,3,Overnight
1758,1758,USPS,Returned,8,Express
1759,1759,DHL,In Transit,14,Express
1760,1760,FedEx,Delivered,11,Standard
1761,1761,UPS,Returned,7,Standard
1762,1762,USPS,Returned,5,Standard
1763,1763,USPS,Delayed,6,Express
1764,1764,FedEx,Delayed,12,Standard
1765,1765,USPS,In Transit,6,Express
1766,1766,UPS,In Transit,4,Standard
1767,1767,FedEx,Delivered,1,Overnight
1768,1768,FedEx,Returned,9,Express
1769,1769,USPS,In Transit,6,Standard
1770,1770,USPS,Delayed,13,Overnight
1771,1771,DHL,Returned,10,Overnight
1772,1772,UPS,Returned,14,Standard
1773,1773,FedEx,Delivered,2,Standard
1774,1774,USPS,In Transit,10,Overnight
1775,1775,USPS,Delivered,4,Standard
1776,1776,USPS,Delayed,8,Standard
1777,1777,UPS,Delayed,2,Express
1778,1778,UPS,Returned,4,Standard
1779,1779,UPS,Delivered,12,Overnight
1780,1780,USPS,Delivered,4,Standard
1781,1781,FedEx,Returned,13,Overnight
1782,1782,UPS,Delayed,2,Standard
1783,1783,USPS,Returned,10,Standard
1784,1784,DHL,In Transit,14,Standard
1785,1785,USPS,Delayed,10,Express
1786,1786,UPS,In Transit,4,Standard
1787,1787,UPS,In Transit,6,Express
1788,1788,USPS,Delivered,5,Standard
1789,1789,UPS,Delivered,5,Express
1790,1790,USPS,Delivered,1,Standard
1791,1791,USPS,In Transit,1,Standard
1792,1792,UPS,In Transit,7,Standard
1793,1793,UPS,Delivered,8,Standard
1794,1794,DHL,In Transit,8,Standard
1795,1795,FedEx,Delayed,10,Standard
1796,1796,USPS,Delayed,2,Overnight
1797,1797,FedEx,Delivered,4,Overnight
1798,1798,DHL,In Transit,9,Standard
1799,1799,USPS,In Transit,4,Standard
1800,1800,FedEx,Delivered,7,Overnight
1801,1801,DHL,Returned,11,Express
1802,1802,DHL,Delayed,2,Express
1803,1803,UPS,In Transit,12,Express
1804,1804,USPS,Returned,13,Express
1805,1805,UPS,Delivered,11,Overnight
1806,1806,UPS,In Transit,4,Express
1807,1807,DHL,Returned,1,Express
1808,1808,UPS,In Transit,10,Standard
1809,1809,UPS,In Transit,5,Overnight
1810,1810,DHL,In Transit,8,Standard
1811,1811,UPS,Returned,7,Standard
1812,1812,DHL,Delivered,7,Standard
1813,1813,FedEx,Delayed,7,Express
1814,1814,DHL,Delayed,5,Standard
1815,1815,DHL,Returned,4,Express
1816,1816,FedEx,Delivered,5,Express
1817,1817,DHL,Delivered,4,Express
1818,1818,FedEx,Delayed,12,Express
1819,1819,DHL,Delivered,13,Express
1820,1820,FedEx,In Transit,9,Overnight
1821,1821,USPS,Returned,8,Standard
1822,1822,UPS,Delivered,3,Standard
1823,1823,USPS,Delivered,14,Express
1824,1824,UPS,Delayed,12,Standard
1825,1825,DHL,Delayed,3,Standard
1826,1826,USPS,Returned,3,Overnight
1827,1827,UPS,Delivered,2,Overnight
1828,1828,UPS,Returned,3,Express
1829,1829,DHL,In Transit,12,Standard
1830,1830,UPS,Delivered,12,Express
1831,1831,FedEx,Returned,3,Express
1832,1832,USPS,In Transit,4,Overnight
1833,1833,FedEx,In Transit,3,Standard
1834,1834,UPS,Delivered,2,Express
1835,1835,DHL,Delayed,13,Overnight
1836,1836,DHL,Returned,14,Express
1837,1837,USPS,Returned,11,Standard
1838,1838,USPS,Returned,10,Overnight
1839,1839,UPS,Delayed,6,Standard
1840,1840,DHL,In Transit,8,Express
1841,1841,FedEx,Delivered,9,Standard
1842,1842,UPS,Delayed,3,Standard
1843,1843,USPS,Delivered,10,Express
1844,1844,DHL,Returned,1,Overnight
1845,1845,UPS,In Transit,2,Express
1846,1846,UPS,Delayed,14,Overnight
1847,1847,DHL,Delivered,5,Standard
1848,1848,DHL,Delivered,10,Overnight
1849,1849,UPS,In Transit,9,Express
1850,1850,USPS,Delayed,1,Overnight
1851,1851,USPS,In Transit,6,Express
1852,1852,USPS,Returned,13,Express
1853,1853,FedEx,Delivered,9,Express
1854,1854,DHL,Delivered,2,Standard
1855,1855,USPS,Delayed,1,Overnight
1856,1856,USPS,Delivered,5,Overnight
1857,1857,UPS,Delivered,3,Overnight
1858,1858,UPS,Delayed,4,Standard
1859,1859,UPS,Delayed,9,Express
1860,1860,DHL,Returned,11,Standard
1861,1861,FedEx,In Transit,9,Standard
1862,1862,FedEx,Delivered,14,Standard
1863,1863,DHL,Returned,10,Overnight
1864,1864,FedEx,In Transit,10,Standard
1865,1865,USPS,In Transit,5,Express
1866,1866,UPS,Delayed,11,Standard
1867,1867,USPS,Returned,13,Standard
1868,1868,DHL,Returned,8,Standard
1869,1869,FedEx,Delivered,4,Overnight
1870,1870,DHL,In Transit,11,Overnight
1871,1871,UPS,Delivered,12,Express
1872,1872,USPS,Delivered,3,Standard
1873,1873,UPS,Delayed,6,Standard
1874,1874,UPS,Returned,9,Overnight
1875,1875,FedEx,Delayed,7,Standard
1876,1876,DHL,In Transit,9,Express
1877,1877,USPS,In Transit,4,Express
1878,1878,DHL,Delivered,1,Overnight
1879,1879,USPS,Delivered,7,Express
1880,1880,USPS,In Transit,13,Overnight
1881,1881,FedEx,In Transit,3,Standard
1882,1882,FedEx,Delivered,3,Standard
1883,1883,FedEx,Returned,6,Express
1884,1884,DHL,Delivered,2,Standard
1885,1885,FedEx,In Transit,6,Overnight
1886,1886,DHL,In Transit,11,Standard
1887,1887,USPS,Returned,13,Overnight
1888,1888,DHL,Delayed,14,Overnight
1889,1889,FedEx,Returned,5,Overnight
1890,1890,UPS,In Transit,7,Express
1891,1891,DHL,Delivered,7,Overnight
1892,1892,FedEx,Delayed,4,Overnight
1893,1893,DHL,Returned,8,Overnight
1894,1894,UPS,In Transit,4,Express
1895,1895,DHL,In Transit,13,Standard
1896,1896,DHL,In Transit,12,Overnight
1897,1897,USPS,Delayed,8,Overnight
1898,1898,DHL,Delivered,13,Standard
1899,1899,USPS,In Transit,6,Express
1900,1900,UPS,In Transit,6,Standard
1901,1901,FedEx,Delivered,5,Standard
1902,1902,USPS,Returned,9,Express
1903,1903,FedEx,Delayed,8,Express
1904,1904,USPS,Returned,14,Standard
1905,1905,FedEx,Returned,1,Standard
1906,1906,USPS,In Transit,10,Standard
1907,1907,DHL,Returned,9,Express
1908,1908,USPS,In Transit,4,Express
1909,1909,UPS,In Transit,9,Overnight
1910,1910,FedEx,Returned,3,Express
1911,1911,UPS,Returned,6,Overnight
1912,1912,USPS,In Transit,14,Overnight
1913,1913,DHL,In Transit,4,Overnight
1914,1914,USPS,Delayed,12,Overnight
1915,1915,DHL,Delayed,4,Overnight
1916,1916,UPS,Delivered,4,Standard
1917,1917,USPS,Delayed,9,Standard
1918,1918,UPS,Delayed,2,Overnight
1919,1919,DHL,Returned,1,Standard
1920,1920,DHL,Delivered,14,Standard
1921,1921,UPS,Delivered,3,Standard
1922,1922,USPS,Delayed,5,Express
1923,1923,FedEx,In Transit,12,Standard
1924,1924,USPS,In Transit,8,Standard
1925,1925,UPS,Delayed,8,Standard
1926,1926,USPS,In Transit,9,Overnight
1927,1927,UPS,Delayed,2,Overnight
1928,1928,USPS,Delivered,12,Overnight
1929,1929,UPS,Returned,13,Overnight
1930,1930,DHL,In Transit,11,Standard
1931,1931,DHL,Returned,8,Express
1932,1932,FedEx,Returned,5,Overnight
1933,1933,FedEx,Returned,11,Express
1934,1934,FedEx,In Transit,10,Overnight
1935,1935,DHL,Returned,6,Express
1936,1936,USPS,Returned,5,Overnight
1937,1937,UPS,In Transit,4,Standard
1938,1938,DHL,Delivered,8,Express
1939,1939,USPS,Delayed,12,Express
1940,1940,FedEx,Delivered,14,Standard
1941,1941,USPS,In Transit,9,Standard
1942,1942,DHL,Delivered,14,Express
1943,1943,FedEx,Delivered,7,Overnight
1944,1944,FedEx,Delivered,7,Express
1945,1945,DHL,Delivered,7,Express
1946,1946,UPS,In Transit,11,Overnight
1947,1947,UPS,Delayed,13,Express
1948,1948,DHL,In Transit,9,Express
1949,1949,USPS,In Transit,4,Standard
1950,1950,UPS,Delayed,5,Express
1951,1951,UPS,Delayed,4,Express
1952,1952,FedEx,Delivered,7,Overnight
1953,1953,DHL,Returned,5,Express
1954,1954,USPS,Returned,8,Standard
1955,1955,USPS,Delayed,2,Overnight
1956,1956,FedEx,Returned,10,Standard
1957,1957,FedEx,Returned,10,Standard
1958,1958,USPS,Delayed,11,Standard
1959,1959,UPS,Delivered,7,Overnight
1960,1960,USPS,In Transit,14,Express
1961,1961,UPS,In Transit,2,Express
1962,1962,DHL,Delayed,14,Overnight
1963,1963,FedEx,Delayed,11,Overnight
1964,1964,UPS,Returned,12,Standard
1965,1965,DHL,Returned,9,Overnight
1966,1966,FedEx,Delivered,8,Express
1967,1967,FedEx,Delayed,13,Express
1968,1968,FedEx,Returned,2,Express
1969,1969,USPS,In Transit,3,Standard
1970,1970,USPS,Delayed,14,Express
1971,1971,UPS,Delivered,7,Overnight
1972,1972,UPS,Delivered,12,Overnight
1973,1973,FedEx,In Transit,11,Overnight
1974,1974,FedEx,Returned,7,Overnight
1975,1975,USPS,Delayed,7,Overnight
1976,1976,UPS,Delivered,6,Express
1977,1977,FedEx,Delivered,13,Express
1978,1978,DHL,Delayed,7,Overnight
1979,1979,UPS,Delivered,14,Standard
1980,1980,FedEx,Delivered,8,Express
1981,1981,UPS,In Transit,2,Standard
1982,1982,DHL,Delayed,6,Standard
1983,1983,USPS,Delayed,1,Overnight
1984,1984,FedEx,Delayed,3,Express
1985,1985,DHL,Delayed,11,Standard
1986,1986,UPS,Returned,3,Express
1987,1987,DHL,Returned,4,Standard
1988,1988,USPS,Returned,12,Express
1989,1989,FedEx,Delayed,8,Standard
1990,1990,USPS,Delayed,6,Standard
1991,1991,UPS,In Transit,1,Express
1992,1992,UPS,Returned,7,Standard
1993,1993,UPS,Delayed,10,Overnight
1994,1994,UPS,Delayed,6,Standard
1995,1995,USPS,Delivered,10,Overnight
1996,1996,FedEx,In Transit,10,Overnight
1997,1997,DHL,Delivered,9,Standard
1998,1998,FedEx,Delayed,4,Standard
1999,1999,UPS,Delayed,4,Express
2000,2000,UPS,Delivered,9,Standard
2001,2001,USPS,Returned,8,Express
2002,2002,UPS,In Transit,8,Standard
2003,2003,UPS,Delayed,13,Overnight
2004,2004,UPS,Delivered,3,Overnight
2005,2005,DHL,Delayed,5,Standard
2006,2006,DHL,Delayed,11,Overnight
2007,2007,UPS,Delivered,5,Standard
2008,2008,DHL,Delivered,7,Express
2009,2009,USPS,Returned,9,Standard
2010,2010,FedEx,Delayed,14,Express
2011,2011,FedEx,Delayed,1,Express
2012,2012,UPS,Delivered,3,Standard
2013,2013,UPS,Delivered,3,Overnight
2014,2014,UPS,Delivered,5,Standard
2015,2015,USPS,In Transit,13,Standard
2016,2016,UPS,Delayed,1,Standard
2017,2017,DHL,Delayed,5,Standard
2018,2018,USPS,In Transit,1,Overnight
2019,2019,UPS,Delivered,1,Express
2020,2020,USPS,Delayed,11,Express
2021,2021,UPS,Returned,13,Overnight
2022,2022,UPS,Returned,10,Standard
2023,2023,UPS,Returned,4,Express
2024,2024,DHL,In Transit,14,Overnight
2025,2025,DHL,Delayed,3,Overnight
2026,2026,FedEx,In Transit,8,Standard
2027,2027,USPS,Delayed,2,Overnight
2028,2028,FedEx,Returned,8,Express
2029,2029,UPS,Delayed,3,Express
2030,2030,FedEx,In Transit,8,Standard
2031,2031,FedEx,Delayed,7,Overnight
2032,2032,UPS,Delivered,13,Overnight
2033,2033,UPS,In Transit,10,Overnight
2034,2034,UPS,Returned,12,Overnight
2035,2035,FedEx,In Transit,7,Express
2036,2036,FedEx,Returned,10,Overnight
2037,2037,UPS,In Transit,9,Express
2038,2038,UPS,In Transit,4,Express
2039,2039,UPS,Returned,14,Overnight
2040,2040,FedEx,Returned,13,Overnight
2041,2041,FedEx,Delivered,5,Overnight
2042,2042,DHL,Returned,10,Standard
2043,2043,UPS,Delayed,8,Overnight
2044,2044,UPS,Delayed,3,Express
2045,2045,DHL,Returned,2,Overnight
2046,2046,FedEx,In Transit,1,Express
2047,2047,DHL,Delayed,14,Standard
2048,2048,DHL,Delivered,8,Standard
2049,2049,UPS,Delayed,10,Express
2050,2050,DHL,Delivered,1,Express
2051,2051,UPS,In Transit,11,Overnight
2052,2052,DHL,Delivered,7,Standard
2053,2053,USPS,Returned,3,Express
2054,2054,UPS,Delayed,9,Overnight
2055,2055,DHL,In Transit,10,Overnight
2056,2056,USPS,In Transit,14,Overnight
2057,2057,UPS,In Transit,7,Standard
2058,2058,DHL,Delayed,14,Express
2059,2059,FedEx,Delayed,2,Overnight
2060,2060,UPS,Delayed,3,Standard
2061,2061,USPS,Returned,3,Standard
2062,2062,USPS,Returned,9,Standard
2063,2063,DHL,Delayed,1,Express
2064,2064,USPS,Returned,2,Standard
2065,2065,FedEx,Delayed,13,Standard
2066,2066,UPS,Delayed,12,Express
2067,2067,FedEx,Returned,7,Standard
2068,2068,UPS,In Transit,5,Standard
2069,2069,FedEx,Returned,10,Standard
2070,2070,DHL,In Transit,7,Express
2071,2071,USPS,In Transit,1,Express
2072,2072,UPS,In Transit,4,Standard
2073,2073,DHL,Delayed,3,Standard
2074,2074,DHL,In Transit,12,Standard
2075,2075,FedEx,In Transit,7,Overnight
2076,2076,FedEx,Delayed,5,Express
2077,2077,FedEx,Delayed,6,Express
2078,2078,DHL,In Transit,10,Standard
2079,2079,USPS,Delivered,11,Express
2080,2080,UPS,Returned,13,Express
2081,2081,DHL,Returned,6,Overnight
2082,2082,USPS,Delivered,6,Standard
2083,2083,UPS,Delivered,12,Express
2084,2084,UPS,Delayed,13,Standard
2085,2085,USPS,Delayed,12,Standard
2086,2086,DHL,Delayed,13,Express
2087,2087,DHL,Returned,12,Overnight
2088,2088,DHL,Delayed,5,Standard
2089,2089,UPS,Delivered,7,Standard
2090,2090,DHL,Delayed,1,Overnight
